CustomerID;Value;Frequency;Recency;Country
13649;38.1;1;256;United Kingdom
13650;198.28;5;16;United Kingdom
13651;30.9;1;39;United Kingdom
13652;111.84;2;256;United Kingdom
13654;386.07;5;43;United Kingdom
13655;85.19;2;114;United Kingdom
13656;55;2;164;United Kingdom
13657;12.6;1;201;United Kingdom
13658;-3.44;4;85;United Kingdom
13659;248.93;3;197;United Kingdom
13662;126;2;85;United Kingdom
13663;52.8;1;179;United Kingdom
13666;19.35;2;60;United Kingdom
13667;34.79;1;149;United Kingdom
13668;663;17;2;United Kingdom
13669;64.8;1;50;United Kingdom
13670;22.74;1;75;United Kingdom
13672;27;1;332;United Kingdom
13673;47.5;2;18;United Kingdom
13675;87.06;2;151;United Kingdom
13678;15.8;1;151;United Kingdom
13680;199.33;5;1;United Kingdom
13681;45.95;3;17;United Kingdom
13682;17;1;187;United Kingdom
13684;6.45;1;285;United Kingdom
13685;292.5;3;4;United Kingdom
13689;358;1;63;United Kingdom
13690;17.85;1;59;United Kingdom
13692;121.62;2;24;United Kingdom
13694;6002.36;31;3;United Kingdom
13695;297.66;10;31;United Kingdom
13699;47.7;1;155;United Kingdom
13700;249.24;6;26;United Kingdom
13704;340.9;8;5;United Kingdom
13705;23.8;1;373;United Kingdom
13707;108.25;2;267;United Kingdom
13708;33.88;1;271;United Kingdom
13709;599.44;11;3;United Kingdom
13711;76.46;2;218;United Kingdom
13712;51;1;246;United Kingdom
13715;201.9;4;281;United Kingdom
13716;11.75;1;269;United Kingdom
13717;114.12;6;32;United Kingdom
13718;25.9;1;295;United Kingdom
13719;176.78;5;15;United Kingdom
13720;43.3;2;116;United Kingdom
13721;17;1;36;United Kingdom
13722;273.3;2;131;United Kingdom
13723;76.9;1;217;United Kingdom
13725;299.76;8;49;United Kingdom
13726;154.14;2;38;United Kingdom
13727;32.7;1;33;United Kingdom
13728;118.2;5;36;United Kingdom
13730;72.46;2;135;United Kingdom
13731;138.1;2;219;United Kingdom
13732;97.62;1;28;United Kingdom
13735;297.97;4;24;United Kingdom
13736;72.79;2;5;United Kingdom
13737;27.86;1;200;United Kingdom
13740;61.98;1;240;United Kingdom
13741;112.3;4;71;United Kingdom
13742;290.25;10;16;United Kingdom
13743;369;6;2;United Kingdom
13744;210.84;2;95;United Kingdom
13745;24.96;1;162;United Kingdom
13748;119.7;1;232;United Kingdom
13750;45.15;2;53;United Kingdom
13751;9.3;1;288;United Kingdom
13752;81.54;2;155;United Kingdom
13753;60.3;1;287;United Kingdom
13755;338.23;8;3;United Kingdom
13756;617.84;11;2;United Kingdom
13758;291.78;6;11;United Kingdom
13759;171.12;1;71;United Kingdom
13760;37.67;2;54;United Kingdom
13761;87.03;2;50;United Kingdom
13762;55.92;2;204;United Kingdom
13763;50;1;63;United Kingdom
13764;155.98;3;70;United Kingdom
13767;1564.73;29;2;United Kingdom
13769;157.65;8;2;United Kingdom
13771;267.2;4;64;United Kingdom
13772;182.34;3;33;United Kingdom
13774;104.15;1;81;United Kingdom
13777;3250.39;20;8;United Kingdom
13780;72.87;2;7;United Kingdom
13781;4.2;1;250;United Kingdom
13782;113.74;5;12;United Kingdom
13784;292.74;2;113;United Kingdom
13787;17.28;2;75;United Kingdom
13790;53.3;1;4;United Kingdom
13791;145;1;168;United Kingdom
13792;23.4;1;287;United Kingdom
13798;4164.39;28;2;United Kingdom
13799;65.7;1;294;United Kingdom
13800;49.6;1;309;United Kingdom
13801;65.5;1;66;United Kingdom
13802;152.7;2;138;United Kingdom
13803;62.62;1;255;United Kingdom
13804;234.45;6;30;United Kingdom
13805;36.48;1;129;United Kingdom
13806;17.7;1;63;United Kingdom
13807;64.2;1;367;United Kingdom
13808;65.1;2;5;United Kingdom
13809;9.95;1;305;Other
13810;80.2;1;56;Other
13811;41.25;1;183;Other
13812;90.59;1;105;Other
13813;78.39;3;39;Other
13814;262.3;2;92;Other
13815;600.7;3;23;Other
13816;18;1;23;Other
13817;89.3;1;29;Other
13819;112.2;3;301;United Kingdom
13821;11.55;1;261;United Kingdom
13822;40.7;1;40;United Kingdom
13823;68.7;2;18;United Kingdom
13824;211.8;2;135;United Kingdom
13827;71.55;3;57;United Kingdom
13828;15.3;1;22;United Kingdom
13831;442.65;4;16;United Kingdom
13832;-11.25;1;17;United Kingdom
13833;22.35;1;159;United Kingdom
13835;160.85;3;52;United Kingdom
13837;21.65;1;211;United Kingdom
13838;66.44;4;5;United Kingdom
13842;507.32;9;58;United Kingdom
13844;19.8;1;11;United Kingdom
13845;19.8;1;64;United Kingdom
13846;116.37;3;24;United Kingdom
13849;122.59;2;51;United Kingdom
13850;143.99;1;129;United Kingdom
13851;323.9;3;95;United Kingdom
13853;97.36;1;57;United Kingdom
13854;712.66;7;24;United Kingdom
13856;172.4;2;168;United Kingdom
13859;10.5;1;326;United Kingdom
13860;108.61;5;1;United Kingdom
13862;142.6;6;18;United Kingdom
13863;8.5;1;247;United Kingdom
13865;15;1;186;United Kingdom
13867;139.51;3;31;United Kingdom
13868;15;1;38;United Kingdom
13869;418.73;4;123;United Kingdom
13870;193.14;7;37;United Kingdom
13871;684.1;13;22;United Kingdom
13873;51.31;3;119;United Kingdom
13875;317.23;5;53;United Kingdom
13876;19.8;1;63;United Kingdom
13878;121.41;1;54;United Kingdom
13880;378.55;9;21;United Kingdom
13881;1140.2;9;3;United Kingdom
13882;88.47;3;2;United Kingdom
13883;230.7;6;10;United Kingdom
13884;121.6;4;7;United Kingdom
13885;11.9;1;200;United Kingdom
13886;15;1;71;United Kingdom
13888;37.15;2;119;United Kingdom
13889;50.4;1;92;United Kingdom
13890;165.44;5;1;United Kingdom
13892;95.19;2;64;United Kingdom
13894;47.7;2;23;United Kingdom
13895;231.05;3;28;United Kingdom
13897;64.36;1;50;United Kingdom
13898;15.3;1;325;United Kingdom
13899;52.8;2;16;United Kingdom
13900;116.12;2;192;United Kingdom
13901;394.87;5;72;United Kingdom
13904;10.2;1;294;United Kingdom
13908;266.63;4;79;United Kingdom
13911;184.74;7;144;United Kingdom
13914;42.04;1;11;United Kingdom
13917;4.56;1;49;United Kingdom
13918;259.92;2;49;United Kingdom
13919;6.94;2;53;Other
13922;12.6;1;351;United Kingdom
13923;35.64;1;53;United Kingdom
13924;314.74;5;1;United Kingdom
13925;70.94;1;134;United Kingdom
13926;20.4;1;23;United Kingdom
13927;16.6;1;74;United Kingdom
13928;73.1;3;31;United Kingdom
13930;26.4;1;136;United Kingdom
13931;124.71;2;95;United Kingdom
13932;86.15;1;294;United Kingdom
13933;49.14;1;148;United Kingdom
13934;54.6;1;263;United Kingdom
13936;15.3;1;179;United Kingdom
13938;8.5;1;35;United Kingdom
13939;74.94;3;23;United Kingdom
13940;32;2;116;United Kingdom
13941;748.5;5;21;United Kingdom
13946;304.5;2;201;United Kingdom
13947;19.8;1;65;United Kingdom
13948;46.8;1;360;United Kingdom
13949;154.47;5;2;United Kingdom
13950;38.1;2;11;United Kingdom
13951;107;2;176;United Kingdom
13952;326.31;2;217;United Kingdom
13953;25.2;1;7;United Kingdom
13954;83.75;2;1;United Kingdom
13955;3.33;1;154;United Kingdom
13956;214.75;5;5;United Kingdom
13958;-15.9;1;372;United Kingdom
13959;116.21;3;79;United Kingdom
13960;22.8;1;21;United Kingdom
13963;74.6;3;308;United Kingdom
13967;45;1;145;United Kingdom
13969;732.12;14;7;United Kingdom
13971;166.21;9;18;United Kingdom
13972;31.9;1;201;United Kingdom
13973;30;1;287;United Kingdom
13974;28.12;1;49;United Kingdom
13975;205.36;6;31;United Kingdom
13978;59.28;1;45;United Kingdom
13979;104.1;1;73;United Kingdom
13980;10.2;1;60;United Kingdom
13982;149.48;4;39;United Kingdom
13983;425.3;5;39;United Kingdom
13984;62.78;4;26;United Kingdom
13985;583.39;14;4;United Kingdom
13988;385.76;7;19;United Kingdom
13989;15;1;239;United Kingdom
13991;54.8;5;12;United Kingdom
13992;8.5;1;30;United Kingdom
13993;185.47;5;64;United Kingdom
13994;265.52;5;3;United Kingdom
13995;188.4;5;15;United Kingdom
13999;636.84;12;10;United Kingdom
14001;257.8;3;45;United Kingdom
14002;72.55;2;134;United Kingdom
14004;552.66;6;43;United Kingdom
14005;711.3;3;9;United Kingdom
14006;83.7;2;241;United Kingdom
14009;67.1;2;198;United Kingdom
14013;39.2;2;110;United Kingdom
14014;78.62;1;77;United Kingdom
14015;15;1;52;United Kingdom
14016;763.8;4;161;Other
14019;114.2;2;46;United Kingdom
14020;27.29;2;16;United Kingdom
14021;25.2;1;211;United Kingdom
14023;42.8;2;7;United Kingdom
14024;67.5;2;121;United Kingdom
14029;138.1;2;63;United Kingdom
14030;225.12;8;18;United Kingdom
14031;966.34;11;21;United Kingdom
14032;382.64;10;2;United Kingdom
14034;45.03;3;22;United Kingdom
14035;114.72;3;28;United Kingdom
14036;19.5;1;284;United Kingdom
14037;16.1;1;364;United Kingdom
14038;193.38;3;78;United Kingdom
14039;16.6;1;33;United Kingdom
14040;317.68;8;61;United Kingdom
14041;7.65;1;266;United Kingdom
14044;67.34;4;26;United Kingdom
14045;132;1;337;United Kingdom
14047;316.3;3;8;United Kingdom
14048;49.55;2;277;United Kingdom
14049;808.57;5;16;United Kingdom
14050;40.05;2;31;United Kingdom
14051;1259.1;13;8;United Kingdom
14052;24.04;1;19;United Kingdom
14054;26.46;1;65;United Kingdom
14055;415;1;106;United Kingdom
14056;907.59;24;1;United Kingdom
14057;748.6;13;23;United Kingdom
14059;19.8;1;266;United Kingdom
14060;839.08;14;22;United Kingdom
14062;1217.36;7;9;United Kingdom
14064;214.93;4;29;United Kingdom
14066;15.3;1;266;United Kingdom
14067;25.61;2;63;United Kingdom
14068;28.5;1;320;United Kingdom
14071;226.1;9;3;United Kingdom
14073;28.52;1;32;United Kingdom
14075;29.7;1;19;United Kingdom
14076;9.75;1;129;United Kingdom
14077;47.54;4;78;United Kingdom
14078;118.2;5;101;United Kingdom
14080;10.2;1;32;United Kingdom
14081;96.09;2;302;United Kingdom
14082;9.6;1;364;United Kingdom
14083;121.24;4;4;United Kingdom
14085;514.67;15;2;United Kingdom
14087;26.28;1;2;United Kingdom
14088;5858.16;9;10;United Kingdom
14089;1.25;1;56;United Kingdom
14092;457.51;12;7;United Kingdom
14093;41.14;1;12;United Kingdom
14096;5187.58;20;4;United Kingdom
14098;0.21;1;36;United Kingdom
14099;358.27;10;16;United Kingdom
14100;52.45;1;137;United Kingdom
14101;660.6;3;73;United Kingdom
14102;311.75;6;11;United Kingdom
14104;90.4;2;154;United Kingdom
14105;224.39;1;239;United Kingdom
14107;249.63;6;96;United Kingdom
14108;55.42;2;30;United Kingdom
14109;58.9;1;72;United Kingdom
14110;899.19;8;42;United Kingdom
14112;257.6;5;40;United Kingdom
14113;127.08;4;3;United Kingdom
14114;53.7;2;273;United Kingdom
14116;179.2;5;19;United Kingdom
14121;215.7;4;3;United Kingdom
14125;353.49;3;10;United Kingdom
14126;367.78;2;7;United Kingdom
14127;58.54;2;122;United Kingdom
14128;82.1;2;60;United Kingdom
14129;172.75;3;17;United Kingdom
14130;35.25;1;319;United Kingdom
14132;398.4;9;2;United Kingdom
14133;112.84;4;129;United Kingdom
14135;542.65;7;1;United Kingdom
14138;94.32;2;1;United Kingdom
14139;116.4;1;46;United Kingdom
14140;108.45;2;3;United Kingdom
14141;105.15;3;2;United Kingdom
14142;41.58;1;373;United Kingdom
14143;32;1;133;United Kingdom
14145;594;1;156;United Kingdom
14146;405.96;6;8;United Kingdom
14147;15;1;78;United Kingdom
14149;33.32;1;220;United Kingdom
14150;35.4;2;35;United Kingdom
14152;84.64;2;75;United Kingdom
14154;179.4;1;239;United Kingdom
14156;13151.8;45;9;Other
14157;38.78;3;19;United Kingdom
14158;43.84;1;40;United Kingdom
14159;674.54;13;19;United Kingdom
14161;133.13;3;215;United Kingdom
14162;25.78;2;173;United Kingdom
14163;148.5;3;87;United Kingdom
14164;437.8;2;70;United Kingdom
14165;45.33;1;275;United Kingdom
14167;56.9;3;165;United Kingdom
14171;49.5;1;98;United Kingdom
14173;0.55;1;45;United Kingdom
14174;27;1;33;United Kingdom
14175;224.7;4;51;United Kingdom
14176;15;1;297;United Kingdom
14177;15.9;3;95;United Kingdom
14178;130.55;6;8;United Kingdom
14179;49.31;2;40;United Kingdom
14180;392.55;19;29;United Kingdom
14184;17.4;1;66;United Kingdom
14185;19.9;1;331;United Kingdom
14188;201.8;3;30;United Kingdom
14189;397.51;13;2;United Kingdom
14191;445.36;12;1;United Kingdom
14193;72.3;1;269;United Kingdom
14194;1295.92;21;4;United Kingdom
14195;51;1;252;United Kingdom
14198;69.35;4;4;United Kingdom
14199;10.2;1;218;United Kingdom
14201;80.98;2;80;United Kingdom
14204;20.62;1;2;United Kingdom
14205;15.9;1;264;United Kingdom
14206;11.7;1;239;United Kingdom
14209;133;5;121;United Kingdom
14210;158.05;5;105;United Kingdom
14211;213.91;8;53;United Kingdom
14212;194.4;1;89;United Kingdom
14213;-367.2;1;371;United Kingdom
14214;129.09;3;50;United Kingdom
14215;224.4;5;11;United Kingdom
14216;100.14;3;8;United Kingdom
14217;208.56;10;1;United Kingdom
14218;30;1;42;United Kingdom
14219;4.68;1;4;United Kingdom
14220;25.2;1;247;United Kingdom
14221;486.6;8;42;United Kingdom
14222;59.04;1;177;United Kingdom
14223;94.95;3;92;United Kingdom
14224;142.63;4;110;United Kingdom
14226;333.69;4;29;United Kingdom
14227;239;7;26;United Kingdom
14229;217;3;51;United Kingdom
14231;61.95;3;183;United Kingdom
14232;158.06;6;42;United Kingdom
14233;1.29;2;43;United Kingdom
14234;80.43;4;22;United Kingdom
14235;216;3;75;United Kingdom
14236;200.7;2;80;United Kingdom
14238;20;1;326;United Kingdom
14239;313.8;7;43;United Kingdom
14240;92.25;1;30;United Kingdom
14241;45;1;183;United Kingdom
14242;17.7;1;234;United Kingdom
14243;246.48;11;38;United Kingdom
14245;134.64;4;176;United Kingdom
14246;201.62;3;110;United Kingdom
14250;236.46;3;7;United Kingdom
14251;177.66;3;10;United Kingdom
14256;153.82;2;260;United Kingdom
14257;297.45;3;123;United Kingdom
14258;1442.24;7;89;United Kingdom
14259;56.1;1;141;United Kingdom
14261;54.6;1;78;United Kingdom
14262;254.2;6;8;United Kingdom
14264;32.3;1;154;United Kingdom
14265;20.28;1;109;Other
14267;239.38;3;162;United Kingdom
14270;42.9;1;331;United Kingdom
14271;5.04;1;225;United Kingdom
14272;53.71;2;73;United Kingdom
14273;77.7;2;136;United Kingdom
14276;140.9;4;98;United Kingdom
14277;589.82;3;15;Other
14282;358.65;11;3;United Kingdom
14284;89.65;3;30;United Kingdom
14285;227.82;3;21;United Kingdom
14286;427.44;4;23;United Kingdom
14288;40.95;2;212;United Kingdom
14289;102.08;6;8;United Kingdom
14290;199.95;5;11;United Kingdom
14291;361.14;7;1;United Kingdom
14292;493.08;4;88;United Kingdom
14293;96.3;3;3;United Kingdom
14297;25.2;2;17;United Kingdom
14298;5560.06;30;3;United Kingdom
14299;214.75;9;8;United Kingdom
14301;60;1;117;United Kingdom
14304;15.9;1;222;United Kingdom
14305;218.2;3;71;United Kingdom
14306;366.19;2;79;United Kingdom
14307;461.33;6;88;United Kingdom
14309;219.67;6;8;United Kingdom
14311;33;1;242;United Kingdom
14312;194.85;6;46;United Kingdom
14315;269.05;4;44;United Kingdom
14317;13.2;1;64;United Kingdom
14320;39.72;3;206;United Kingdom
14321;225.82;5;10;United Kingdom
14323;87.9;2;114;United Kingdom
14326;16.8;1;242;United Kingdom
14329;652.68;6;17;United Kingdom
14331;41.7;2;124;United Kingdom
14332;39.6;1;66;United Kingdom
14333;88.9;1;67;United Kingdom
14334;307.64;8;16;United Kingdom
14335;30.08;2;16;Other
14336;207.92;4;16;United Kingdom
14338;112.2;1;196;United Kingdom
14339;19.58;2;234;United Kingdom
14341;252.62;7;45;United Kingdom
14342;-24.9;2;206;United Kingdom
14344;146.7;5;127;United Kingdom
14346;145.32;2;120;United Kingdom
14348;19.8;1;260;United Kingdom
14349;12.51;1;10;United Kingdom
14350;49.56;1;274;United Kingdom
14351;51;1;164;United Kingdom
14352;87.15;1;234;United Kingdom
14353;15;1;215;United Kingdom
14354;7.8;1;30;United Kingdom
14355;43.2;1;365;United Kingdom
14356;108.96;3;73;United Kingdom
14357;23.06;1;43;United Kingdom
14359;132.2;3;19;United Kingdom
14360;162.83;4;31;United Kingdom
14362;14.23;1;22;United Kingdom
14364;630.81;8;108;United Kingdom
14367;1307.27;17;8;United Kingdom
14368;17;1;319;United Kingdom
14371;19.8;1;295;United Kingdom
14373;10.2;1;358;United Kingdom
14375;20.59;1;185;United Kingdom
14377;79.9;2;191;United Kingdom
14379;46.83;2;44;United Kingdom
14381;14.2;1;52;United Kingdom
14382;74.56;1;26;United Kingdom
14383;35.85;2;38;United Kingdom
14385;25;2;9;United Kingdom
14386;65;1;296;United Kingdom
14387;248.36;3;32;United Kingdom
14388;330.52;9;8;United Kingdom
14389;80.5;4;65;United Kingdom
14390;622.68;8;10;United Kingdom
14395;378.16;10;2;United Kingdom
14396;63.83;2;65;United Kingdom
14397;207.4;6;5;United Kingdom
14400;102.65;1;149;United Kingdom
14401;310.4;9;4;United Kingdom
14403;426.7;2;217;United Kingdom
14404;232.06;5;108;United Kingdom
14406;20.8;1;119;United Kingdom
14407;356.08;3;141;United Kingdom
14408;265.82;4;10;United Kingdom
14409;327.4;4;71;United Kingdom
14410;71.87;11;15;United Kingdom
14411;174.6;1;310;United Kingdom
14412;241.62;2;42;United Kingdom
14413;11.4;1;362;United Kingdom
14414;204.2;5;99;United Kingdom
14415;681.13;15;1;United Kingdom
14416;44.52;1;42;United Kingdom
14418;151.12;3;3;United Kingdom
14419;139.48;6;10;United Kingdom
14420;29.76;1;99;United Kingdom
14421;64.98;2;57;United Kingdom
14422;456.79;6;0;United Kingdom
14426;177.48;8;18;United Kingdom
14427;36.84;1;63;United Kingdom
14428;154.75;4;7;United Kingdom
14431;46.85;2;298;United Kingdom
14432;273.23;6;9;United Kingdom
14434;283.2;2;60;United Kingdom
14436;7.8;1;98;United Kingdom
14439;591.4;1;319;Other
14440;255.32;3;8;United Kingdom
14441;118.6;3;0;United Kingdom
14442;192.45;4;1;Other
14443;203.99;3;53;United Kingdom
14446;105.14;4;0;United Kingdom
14447;143.7;4;18;United Kingdom
14448;7.7;1;364;United Kingdom
14449;84.62;4;18;United Kingdom
14450;64.35;3;180;United Kingdom
14451;58.58;2;60;United Kingdom
14452;31.6;2;10;United Kingdom
14453;13.65;1;190;United Kingdom
14456;410;9;5;United Kingdom
14457;5.04;1;310;United Kingdom
14459;203.1;1;155;United Kingdom
14460;79.2;2;110;United Kingdom
14461;273.22;3;148;United Kingdom
14462;227.36;9;66;United Kingdom
14463;175.2;1;98;United Kingdom
14465;220.07;3;246;United Kingdom
14466;175.25;4;73;United Kingdom
14467;94.8;4;17;United Kingdom
14470;66.23;2;11;United Kingdom
14472;250.63;8;103;United Kingdom
14473;68.04;1;74;United Kingdom
14474;76.2;1;46;United Kingdom
14475;62.25;2;71;United Kingdom
14476;18.3;1;257;United Kingdom
14477;220.6;2;19;United Kingdom
14479;17.7;1;365;United Kingdom
14480;15;1;11;United Kingdom
14481;141.4;2;164;United Kingdom
14482;222.7;4;18;United Kingdom
14483;25.2;1;281;United Kingdom
14484;78.8;1;50;United Kingdom
14485;29.5;1;38;United Kingdom
14487;196.5;6;26;United Kingdom
14488;129.4;2;51;United Kingdom
14489;35.5;1;207;United Kingdom
14491;67.4;2;175;United Kingdom
14493;235.74;5;7;United Kingdom
14496;178.35;2;311;United Kingdom
14497;26.76;1;309;United Kingdom
14498;428.1;5;42;United Kingdom
14499;81.55;3;26;United Kingdom
14501;19.35;1;319;United Kingdom
14502;275.12;11;19;United Kingdom
14503;556.71;6;3;United Kingdom
14504;20.08;2;243;United Kingdom
14505;668.92;9;17;United Kingdom
14506;277.7;5;17;United Kingdom
14507;380.59;6;23;United Kingdom
14508;25.9;2;22;United Kingdom
14511;107.78;6;11;United Kingdom
14512;47.67;2;187;United Kingdom
14513;90.85;2;206;United Kingdom
14514;124.05;3;61;United Kingdom
14515;229.23;5;17;United Kingdom
14517;75.2;2;33;United Kingdom
14518;17.9;1;64;United Kingdom
14522;136.1;2;92;United Kingdom
14524;165.1;8;71;United Kingdom
14525;739.67;9;19;United Kingdom
14527;560.09;50;2;United Kingdom
14528;14.25;1;37;United Kingdom
14529;77.98;3;60;United Kingdom
14530;296.79;6;25;United Kingdom
14532;82.65;3;236;United Kingdom
14533;63.12;3;68;United Kingdom
14534;468.2;17;2;United Kingdom
14535;296.65;3;60;United Kingdom
14536;17.1;1;259;United Kingdom
14537;40.68;1;57;United Kingdom
14538;104.8;2;64;United Kingdom
14539;61.32;2;15;United Kingdom
14540;32.15;2;75;United Kingdom
14541;198.46;6;58;United Kingdom
14543;529.54;8;30;United Kingdom
14544;363.17;2;24;United Kingdom
14546;280.05;6;5;United Kingdom
14547;315.7;6;12;United Kingdom
14549;26.05;1;311;United Kingdom
14550;9.96;1;10;United Kingdom
14552;11.13;1;151;United Kingdom
14553;59.3;5;19;United Kingdom
14554;360.5;4;10;United Kingdom
14555;30.35;2;57;United Kingdom
14557;-204.54;2;64;United Kingdom
14560;359.26;9;39;United Kingdom
14561;86.8;3;75;United Kingdom
14562;382.49;19;3;United Kingdom
14565;394.06;4;95;United Kingdom
14567;367.56;2;56;United Kingdom
14569;125.35;1;1;United Kingdom
14570;8.4;1;280;United Kingdom
14572;340.37;7;40;United Kingdom
14573;144.99;8;182;United Kingdom
14577;107.09;4;12;United Kingdom
14578;11.7;1;3;United Kingdom
14581;22.9;1;16;United Kingdom
14582;33.65;1;40;United Kingdom
14583;163.52;5;5;United Kingdom
14584;97.93;4;169;United Kingdom
14585;13.36;1;50;United Kingdom
14586;54.6;1;276;United Kingdom
14587;168.4;8;184;United Kingdom
14591;83.6;4;15;United Kingdom
14592;40.78;3;35;United Kingdom
14593;54;3;21;United Kingdom
14594;30.95;2;7;United Kingdom
14595;281.19;4;19;United Kingdom
14597;87.54;1;11;United Kingdom
14598;21.55;1;44;United Kingdom
14600;30.65;1;305;United Kingdom
14606;1425.16;91;1;United Kingdom
14607;993;9;15;United Kingdom
14608;90;1;4;United Kingdom
14616;10.08;1;284;United Kingdom
14618;35.7;1;337;United Kingdom
14619;-4.97;2;239;United Kingdom
14620;39.62;3;204;United Kingdom
14621;135.81;5;1;United Kingdom
14622;26.3;1;184;United Kingdom
14623;99.63;4;32;United Kingdom
14624;35.4;2;57;United Kingdom
14625;156.45;2;196;United Kingdom
14626;242.21;4;23;United Kingdom
14627;-7.2;1;311;United Kingdom
14628;70.03;2;91;United Kingdom
14629;123.95;2;4;United Kingdom
14631;75.54;3;50;United Kingdom
14633;74.5;1;266;United Kingdom
14636;80.6;2;36;United Kingdom
14638;79.06;1;50;United Kingdom
14639;236.56;6;52;United Kingdom
14640;191.23;6;24;United Kingdom
14642;19.8;1;58;United Kingdom
14643;52.26;1;358;United Kingdom
14644;59.8;1;67;United Kingdom
14645;93.72;1;156;United Kingdom
14646;31095.03;48;2;Other
14647;20.25;1;201;United Kingdom
14649;167.39;4;4;United Kingdom
14651;135.93;2;67;United Kingdom
14652;2.95;1;77;United Kingdom
14653;316.15;5;1;United Kingdom
14655;543.95;4;8;United Kingdom
14656;11.13;2;169;United Kingdom
14657;124.77;4;17;United Kingdom
14658;63.84;2;5;United Kingdom
14659;224.69;9;8;United Kingdom
14660;8.7;1;100;United Kingdom
14661;10.2;1;26;United Kingdom
14662;113.53;4;28;United Kingdom
14664;65.49;2;19;United Kingdom
14665;61.94;5;60;United Kingdom
14666;19.8;1;24;United Kingdom
14667;1030.05;23;10;United Kingdom
14669;129.71;3;241;United Kingdom
14670;31.21;2;280;United Kingdom
14672;17.3;2;234;United Kingdom
14673;344.42;5;3;United Kingdom
14675;29.54;1;16;United Kingdom
14676;162.4;2;78;United Kingdom
14680;2813.04;14;71;United Kingdom
14684;90.82;4;25;United Kingdom
14687;19.8;1;106;United Kingdom
14688;433.77;14;7;United Kingdom
14689;35;1;208;United Kingdom
14690;56.16;3;44;United Kingdom
14691;185.36;5;30;United Kingdom
14692;77.05;4;137;United Kingdom
14696;120.86;6;4;United Kingdom
14697;24.6;2;218;United Kingdom
14698;139.77;4;1;United Kingdom
14700;351.87;3;32;United Kingdom
14701;246.56;10;10;United Kingdom
14702;423.86;16;1;United Kingdom
14703;61.98;1;14;United Kingdom
14704;153.47;7;19;United Kingdom
14708;37.5;1;2;United Kingdom
14709;378.1;12;15;United Kingdom
14710;81.71;4;14;United Kingdom
14711;146.08;11;10;United Kingdom
14712;217.09;3;29;United Kingdom
14713;210.25;9;29;United Kingdom
14714;31.5;1;24;United Kingdom
14715;82.1;4;24;United Kingdom
14716;69.46;2;43;United Kingdom
14719;123.14;5;1;United Kingdom
14720;24.75;2;5;United Kingdom
14722;15.38;1;147;United Kingdom
14723;107.65;5;10;United Kingdom
14725;72.58;1;24;United Kingdom
14727;17.7;1;274;United Kingdom
14729;29.85;1;373;United Kingdom
14730;240.3;8;1;United Kingdom
14731;94.29;3;47;United Kingdom
14732;357.61;8;8;United Kingdom
14733;1072.72;9;16;United Kingdom
14735;672.1;14;3;United Kingdom
14737;76.05;2;3;United Kingdom
14738;218.08;5;42;United Kingdom
14739;414.36;6;2;United Kingdom
14740;124.65;4;191;United Kingdom
14741;143.85;4;11;United Kingdom
14744;10.75;2;312;United Kingdom
14745;142.34;3;112;United Kingdom
14747;15;1;249;United Kingdom
14748;187.06;4;29;United Kingdom
14752;39.6;1;43;United Kingdom
14753;54.9;1;87;United Kingdom
14754;51.66;2;44;United Kingdom
14755;541.76;9;9;United Kingdom
14756;123.73;1;15;United Kingdom
14757;54.3;1;75;United Kingdom
14758;84.45;3;144;United Kingdom
14759;182.72;3;4;United Kingdom
14760;51.7;1;297;United Kingdom
14762;5.04;1;263;United Kingdom
14765;20.95;2;29;United Kingdom
14766;273.7;6;8;United Kingdom
14769;1109.09;8;2;United Kingdom
14770;75.99;2;232;United Kingdom
14772;12.75;1;112;United Kingdom
14775;138.18;3;58;United Kingdom
14776;213;8;51;United Kingdom
14778;45.8;2;127;United Kingdom
14779;46.65;3;280;United Kingdom
14780;56.91;2;54;United Kingdom
14782;25.2;1;319;United Kingdom
14784;116.03;2;26;United Kingdom
14788;92.4;2;7;United Kingdom
14790;46.2;2;16;United Kingdom
14793;60.34;1;21;United Kingdom
14794;173.05;4;2;United Kingdom
14796;893.47;20;1;United Kingdom
14798;62.4;3;52;United Kingdom
14799;39.87;1;51;United Kingdom
14800;561.73;10;47;United Kingdom
14801;15.07;1;61;United Kingdom
14803;17.28;1;162;United Kingdom
14804;90;1;8;United Kingdom
14805;68.45;3;15;United Kingdom
14806;10.5;1;75;United Kingdom
14808;218.37;8;39;United Kingdom
14810;226.02;9;40;United Kingdom
14813;10.5;2;369;United Kingdom
14815;89.73;2;36;United Kingdom
14817;164.15;2;200;United Kingdom
14818;38.1;2;169;United Kingdom
14819;37.65;2;64;United Kingdom
14820;94.4;4;21;United Kingdom
14823;60.65;3;180;United Kingdom
14824;131.1;3;10;United Kingdom
14825;197.27;7;3;United Kingdom
14828;205.92;3;196;United Kingdom
14829;20.8;1;29;United Kingdom
14830;2.08;1;53;United Kingdom
14834;86.14;5;17;United Kingdom
14837;231.56;5;89;United Kingdom
14841;377.05;4;53;United Kingdom
14842;-127.8;5;35;United Kingdom
14844;271.5;4;63;United Kingdom
14847;33;1;148;United Kingdom
14849;808.18;19;21;United Kingdom
14850;57;1;311;United Kingdom
14851;80.94;2;23;United Kingdom
14852;188.95;4;58;United Kingdom
14853;19.8;1;211;United Kingdom
14854;332.5;5;78;United Kingdom
